knljdkfl-1	UNASSIGNED
lpjgnkhk-1	mpbhbcmn-1
manogdkh-1	mpbimgjd-1
manpaefl-1	mpdolkpe-1
lphoehgc-1	akadnfbk-1
lpgfhlcf-1	akadengc-1
manlnakc-1	mpbgjilb-1
manjpapd-1	mpbgpapn-1
lplibfdd-1	mokeokad-1
lplkpcok-1	moihooka-1
lpliachk-1	akafdbpk-1
lpllabon-1	moknalom-1
lpljpjkj-1	mpbhmlin-1
lpllnpfb-1	mojccakj-1
lpllohnn-1	mojbgnaf-1
mbmfkclp-1	moocpiaa-1
mbnmhhpl-1	mpcbnbbh-1
mbmhpncm-1	akbcackf-1
mbnjlbik-1	mopbogne-1
mbmibgmf-1	mopbfefd-1
mbmfohpb-1	oiabpanh-1
mboginhb-1	moodgopp-1
mbogmbml-1	moodfelb-1
mbpekdfm-1	monoghhk-1
mcbbmpbf-1	akalijfh-1
mcbfekkd-1	moohgkcl-1
mbokcmdm-1	akaloihi-1
mcbbkccn-1	mooikcib-1
mbokmocj-1	moofleil-1
mblhhlje-1	akamekhd-1
mbohhafc-1	mpbfgmmm-1
mbnioccm-1	moophnho-1
mboknjib-1	moojgfie-1
mbnjkomn-1	akanhbbb-1
mbogokmm-1	mooampol-1
mbminemh-1	oiacphlb-1
mcdiapln-1	mpakdaln-1
mcdhgkga-1	ccpmldei-1
mcdjepbi-1	akbaefoh-1
lopffpad-1	mpbafemg-1
mcdgdnop-1	mpajhkpi-1
mcdjphbk-1	mpbfokel-1
mbmglpel-1	moocaeln-1
mbolfeen-1	moodcgbo-1
mbmikkma-1	akbmicle-1
mbojnkpl-1	mooalkde-1
mbnngihl-1	mpcdoiia-1
mbobibgm-1	akbdidfo-1
mboalnah-1	mpblnhne-1
mbnppnlj-1	akbegkeg-1
mbmiakkp-1	akbmkmgk-1
mbmhigcc-1	akbkpdgf-1
mbnkhekc-1	moonojfb-1
mbndeokk-1	mpdcennm-1
mbmobhho-1	ohppcadj-1
mbmnmljc-1	akbgdapn-1
mbngdgcm-1	mpcolhnf-1
mbnhgdak-1	akbhpcda-1
mbnfbgno-1	akbhepjd-1
mbnomdno-1	mpddcddi-1
mboadodg-1	akbkgpjj-1
mbnpldnh-1	moollpbg-1
mbmicdal-1	mooloffe-1
mbnpoipd-1	mpbnihld-1
mbnppink-1	akbknadf-1
mbnlnmec-1	mpbfifgd-1
lpmbjegd-1	mpdkmihl-1
lpmimdib-1	akbnfaom-1
lpjkghmg-1	akbodhgd-1
lpmanojg-1	mpdkogim-1
lpmncfnl-1	ohpjlmnb-1
lplgcmkh-1	mnlidpkf-1
lplflomm-1	akboncpl-1
lpjjioff-1	akbonjea-1
lpjlgfkg-1	akboocgf-1
lpjkjpga-1	mpeccmfd-1
mbnhdmnb-1	akcaadpj-1
mbnglfbb-1	mpdbakec-1
mbnhcpdo-1	akbpjmlj-1
mbnhemmc-1	mpcocgod-1
lpmfgkdi-1	akcaciap-1
lpjmhgej-1	mnkjmanc-1
lpmfipjc-1	mpdenocj-1
lpmdfghb-1	oiaebmfd-1
lpmffknf-1	akcbjdid-1
lpmjccac-1	akcbiboo-1
lplngjho-1	mpcifpng-1
mboiebgl-1	mpceknnk-1
mbocpohm-1	mpclecei-1
lplpbfce-1	akcciadn-1
mbodgepo-1	mpbohgcl-1
mbodcohd-1	mpbkpong-1
mbobjono-1	mpbocfnc-1
mbojgcfi-1	oiafecbe-1
lploampn-1	mpccemhe-1
mbomgimn-1	mpccigfi-1
mbomdodp-1	mpcaacfn-1
lploeiba-1	oiafkcpe-1
lpmjjjgj-1	mpdiiboj-1
mbndgloa-1	mpcpflic-1
lpmljihj-1	mpdijaao-1
lploiopn-1	mpcmligo-1
lpmaldgg-1	oiafklae-1
lpmmlhaj-1	mpdijfbc-1
lplomfan-1	mpeddloa-1
lpmacfag-1	mpefbjof-1
ohapejdg-1	ioapemab-1
ohbjhbmc-1	iobakofd-1
ohbjijkp-1	ioahlfkd-1
ohaokmdg-1	akcknfmf-1
oahjacbm-1	akcknmpj-1
oahifbgb-1	akclhljh-1
oahkdclm-1	akcljeoo-1
ohagnfmn-1	akclkohk-1
ohamgooi-1	akcmdbpg-1
oakcoiho-1	akcmdhna-1
oajmnjdf-1	akcmdhnd-1
oajmecjm-1	akcmmpnj-1
oagbflaf-1	akcnngbh-1
oagpkfgk-1	lblhkole-1
oajppalp-1	lcmkopkb-1
oakagfih-1	akcohhnj-1
oafebgoo-1	akcpaeke-1
oagcglki-1	ldblojmc-1
oagengfe-1	ldalmlbc-1
oainmhai-1	akdaphhd-1
oajfjlei-1	akdbahfo-1
oafabfnh-1	akdbdckd-1
oakdilmm-1	akdbeael-1
oalkjnbd-1	lcmcejkh-1
oalblgfl-1	akdbldmj-1
oajonkbl-1	lclfegom-1
oakgikjl-1	akdcnblf-1
oakgammd-1	lclhgjfc-1
oallnbll-1	akddljfi-1
oajefehm-1	akddnohd-1
oajgkmfn-1	akddplde-1
npijgljo-1	lcmpmded-1
oajfhajp-1	lcljkica-1
ogdfbbpi-1	akdegial-1
ogcodhip-1	lckbnkje-1
ogdfckik-1	akdekalc-1
ogdepimc-1	lcechjih-1
ogdfcidg-1	lceidgkk-1
ogdcmoai-1	lceaolpg-1
kfcolpkp-1	lceklfja-1
ogcdiclp-1	lcelnjge-1
ogbkmjge-1	akedfedg-1
ogdaobmc-1	lceillcb-1
ogdffned-1	akdgoebg-1
ogdbbcil-1	akdgohob-1
kfdildbe-1	lckcmknl-1
ogbpfeoh-1	lcnnpfcc-1
ogdbpani-1	akdiajoc-1
ogckfmmi-1	lcddiofi-1
ogcneohi-1	akdiloae-1
ogcnnnpp-1	lcnldpml-1
ogbpjami-1	lcobkoen-1
ogcleibb-1	lcpjficf-1
ogcldphg-1	lcpjllie-1
ogdifpcb-1	lcoijdoi-1
ogdjbkpk-1	lcofedcg-1
ogdjdcbd-1	lcodddej-1
oalbidli-1	lcmdnebk-1
oakmldlj-1	akdnfbgf-1
oakobdbc-1	akdnjclj-1
ohokjcgh-1	akdnoigp-1
ohonaoaj-1	akdnnpao-1
ogelnieb-1	ldapnakh-1
ogfaogbp-1	ldankaka-1
ogeiegak-1	ldbdfghc-1
ogamglmk-1	ldbfknec-1
ogdljalb-1	akdpemci-1
oaklfbpf-1	lcmejhoc-1
ogilpaeb-1	akdpppgh-1
ogegoaoi-1	akeahahh-1
ohnnmmmc-1	lingpbhm-1
ohoekkkj-1	ldbbibij-1
ohpbdmep-1	lilnkbje-1
ohofobko-1	akebajed-1
ohoomipg-1	limbdbfp-1
ohpaambi-1	liloihep-1
ohonpmbf-1	limikcai-1
ohpbdlbo-1	liloiffp-1
ohogknai-1	lcoiepjg-1
ogdifjdf-1	lcpjgpii-1
ogbjojen-1	lcpilgmo-1
ogbidlla-1	lcojmdnj-1
ogdhiicp-1	akegpppo-1
ogggfiga-1	ldaecfnp-1
ogggnnjg-1	ldaekcma-1
ogbdnacl-1	lcobmdgh-1
ogcihhjo-1	lcooccdh-1
ogbeeidl-1	lcpdhoij-1
ogcmdjng-1	lcnnpckb-1
ogcaiifd-1	lcochene-1
ogcangpd-1	ldbjcaik-1
oggoajcf-1	akekdlga-1
oggnegkc-1	akekigni-1
ogggifce-1	akekookk-1
ogcbcghc-1	akelgmcg-1
ogbnikbi-1	ldbfkceo-1
oggigepi-1	akeliagf-1
ogfmmlcb-1	akelicoh-1
ogfmhlbm-1	akelimea-1
ogfpbapk-1	akelmkjf-1
oggklpca-1	akelogml-1
ogfpjoaj-1	ldccjhhl-1
ohogkceb-1	liedipne-1
kfdinmcn-1	ohgfaplj-1
kfdjjehn-1	liabjcdp-1
kfdkbgjd-1	lckgedje-1
kfodjcbn-1	liepbdpe-1
kfobekgo-1	akfdfmdf-1
kfoccmag-1	lhpnjjho-1
kfnogcon-1	lhpnioba-1
kfigidci-1	lhonkbmd-1
kfoblmke-1	lhpnmnde-1
kfdbpdjh-1	akiogkmg-1
kfdcnpfo-1	akfdfjkn-1
kfoddlgo-1	lckfjaje-1
kfnoponm-1	lholfjdg-1
kfnnplhe-1	lcgpdpam-1
kfoafafa-1	lcgoamlp-1
kfddfegf-1	lhppackn-1
kfddepjj-1	liaalbpg-1
kfdbcmno-1	akipbnhp-1
kfnpddgo-1	lhokghpj-1
kdlfghhp-1	lhllinll-1
kfilclbk-1	lhmeihoc-1
kfikikmg-1	lhlmmloa-1
kfikcanp-1	akfnmnno-1
kfikkjma-1	lhlnpflk-1
kfijjekh-1	ohgcpbkb-1
kfijbcdb-1	lhlljbod-1
kfijklam-1	lhmdpefi-1
kfiiebjg-1	akfogfnj-1
kdlbpbai-1	lhmdndpc-1
kfilkmbl-1	akfpabng-1
kfilibii-1	babkdbip-1
kfijjbfk-1	ohgdniof-1
kdlfblpa-1	akhcenmn-1
kdaljkia-1	ohckncdp-1
kdbbokjb-1	akgbdneh-1
kfhpdbpn-1	klnnkaik-1
kdakedbe-1	klnnglkj-1
kdkibppi-1	lcgdffii-1
kdldjeea-1	lhmbjbja-1
kdjghgol-1	lcfnlcbf-1
kfnlhghf-1	lchdocdg-1
kfnmiged-1	akhgflaf-1
kfnmhmeb-1	lcgbcglp-1
kdknaflh-1	klmajfco-1
kdbdbjfk-1	kljpnlgk-1
kdkoepja-1	akgicife-1
kdmfekje-1	akgiihea-1
kdkoebbj-1	kllofioc-1
kfnljddk-1	lcfmjado-1
kfnlingc-1	lchdmbad-1
kfnlelen-1	lchchbao-1
kdkacnni-1	akgkanai-1
kdjkmpbj-1	akgkcahf-1
kdjikiga-1	akgkckbm-1
kdlnaahl-1	lchnmcnh-1
kdloilnj-1	kllknlak-1
kdlkencl-1	akgkicoe-1
kdlhplje-1	akgkkggp-1
kdlnfoeo-1	lcimjplf-1
kdjjiflh-1	akglcbbk-1
kdjohlbg-1	lciabkpd-1
kdkcmfoh-1	akglmdfe-1
kdkafhal-1	lcijdpoa-1
kdjlaamd-1	akgmccfd-1
kdmampfd-1	kllkajnb-1
kdjopgbh-1	lcialnik-1
kdlfncbi-1	lchnbaii-1
kdlgadhn-1	akgminkd-1
kdjoipld-1	lchpdcoa-1
kdloljfm-1	kllahkhn-1
kdmjaoin-1	akgnhnlb-1
kdkfamfe-1	akgnihfj-1
kdkfafje-1	akgopdig-1
kdjkolgb-1	lcgamhgn-1
kdmikgdl-1	akgonalc-1
kddngddp-1	klkeahgk-1
kdkffjik-1	lcfhmnnh-1
kdkhhijo-1	lcfgpfnd-1
kdkhmjij-1	akgpodje-1
kdkpnojj-1	akhaefnh-1
kdkhpajk-1	lcgepcmn-1
kdkkeieo-1	akhalnhn-1
kdkieoba-1	lcggjgof-1
kdkiogbp-1	lcgdlkod-1
kdkhphcn-1	akhbkoli-1
kdlbndac-1	akhbjghm-1
kdkiofda-1	lcgglpfa-1
kfnmeecn-1	lcgnnkhp-1
kfnmpecf-1	lcgjpbgi-1
kfnpfkof-1	lcgajokg-1
kfnpjekg-1	lcffnhmm-1
kfnpjoci-1	lcfedccp-1
kfnpjmam-1	akhhajfc-1
kdkjicjh-1	lcghmgoc-1
kdmhgodk-1	lcffbeeg-1
kdmienig-1	akhhmmjp-1
kdkgcomf-1	lcffiadn-1
kdkkmgkj-1	lcfefpbh-1
kdkmafkd-1	akhjadme-1
kdklhklb-1	lcfeehij-1
kdkldlfc-1	akhjeoed-1
kdmjjoac-1	ohelkime-1
kdmeggni-1	lcffkaeb-1
kdmhljfo-1	akhkmgla-1
kdkkhold-1	akhlfopb-1
kdkkmfdm-1	akhlikie-1
kdkkhiek-1	akhlinlf-1
kfnmbkbl-1	lcgkcpga-1
kfnnhcfb-1	akhoaapn-1
kfnpbpeb-1	ohelofid-1
kfnnmjgf-1	akhnigof-1
kfddgfbe-1	lchfnkdi-1
kfobkbef-1	lchaaiag-1
kfoaohgc-1	lchfacja-1
kfdgbfff-1	lckdcmea-1
kfdghfmk-1	lchfkhha-1
kfdbgjnf-1	lchhlodi-1
kfodbjlp-1	lchbedfh-1
kfnndckn-1	akigbpkb-1
kfnoijae-1	lchaehhm-1
kfocfecd-1	akihgnbk-1
kfdfjona-1	lchgjmdc-1
kfdfmabf-1	lchgjbob-1
kfcpocji-1	lcifjddn-1
kfdggggn-1	ohelhklo-1
kfddljgh-1	lchhonjh-1
kfdkcfjo-1	libfibic-1
kfdgphii-1	libkffgc-1
kfdidnjm-1	libdlfoa-1
kfdhfjfo-1	libfnmho-1
kfodnjhi-1	lienimfn-1
kfdjjpap-1	lifbnlgp-1
kfdhmaci-1	libkcpfl-1
kfoeelil-1	aklhfogi-1
kfihpjfd-1	lieoaakm-1
kfdiigha-1	lifbkgng-1
kfdjopof-1	lifckdmj-1
kfodaoon-1	lieofolg-1
kfnolhhc-1	akjnbpoe-1
kfggbobp-1	lhnijofh-1
kfgfoocm-1	lhnkongk-1
kfgfndbl-1	aklhlmnl-1
kfnnnbmi-1	akllbofg-1
kfihpnjn-1	akjmokfb-1
kfihgjmi-1	liegpifk-1
kfihbfbl-1	lhnlanle-1
kfighblp-1	lhommebp-1
kfjfomfb-1	lhohgijm-1
kfjgdahl-1	lhohhjno-1
kfjgialh-1	lhodnepc-1
kfjeegif-1	lieilgon-1
kfjfloap-1	akjplcee-1
kfjffpcb-1	lhokafjn-1
kfigdmbg-1	ohgfpkod-1
kfgglnip-1	lhnhmdke-1
kfigagdl-1	lhnkjpfc-1
kfjhkcia-1	lhoecbnc-1
kfjhmkfi-1	akkbgikn-1
kfhiadaf-1	lhocliij-1
kfjhidad-1	lhodefca-1
kfjgpcfd-1	lhohfelc-1
kfihcnnm-1	lielholg-1
kfigmhha-1	lhooliei-1
kfeclglh-1	ljfbmnio-1
kfopeacf-1	ljfdfmek-1
kfokbbnb-1	akkiaogn-1
kfokmoel-1	akkigjhh-1
kfoldmic-1	ljbjfbcj-1
kfonbihc-1	akkiiopa-1
kfopnmok-1	ljacglpn-1
kfhipeon-1	ohgchkic-1
kfoncchg-1	ljbdkhon-1
kfpccbka-1	ljfcmkgd-1
kfgdoijb-1	liakocah-1
kfgfblig-1	lialphbb-1
kfgebfph-1	liakonjg-1
kfhjfaal-1	lhlikbln-1
kfhjeggp-1	lhlhipnl-1
kfgjjjie-1	lhlghanm-1
kfgkpgka-1	lhlhoffj-1
kfggmjbh-1	lhnilndo-1
kfggoihh-1	lhnieobk-1
kfgeogng-1	ohgfaoge-1
kfnpmdfj-1	liaoapdl-1
kfdhdjfm-1	ohgepmpf-1
kfoebfdd-1	lianibne-1
kfoddnhb-1	liajgkfk-1
kfoejbdf-1	akllmeel-1
kfggplnk-1	liakdpik-1
kfghccin-1	liakifpd-1
kfghecli-1	aklhnnad-1
kfgemfdh-1	liamcmkb-1
kfoemebn-1	aklliigo-1
kfggoiml-1	akllflbi-1
npckekao-1	aklmagka-1
npcjmnmk-1	ldikpnka-1
ogjkbeff-1	aklmihkh-1
ohfkfape-1	aklmnlig-1
ohfbbeib-1	aklmonag-1
ohfaokpg-1	aklmpcgf-1
ohghgelk-1	aklnenoc-1
ohgljomn-1	aklnfenl-1
ogljioal-1	aklnfmha-1
ohpgdmaa-1	akloaada-1
ogjgolli-1	aklodlpc-1
npeaoimh-1	aklofaaj-1
npblfmlj-1	aklopjek-1
npbfflkp-1	aklpjjam-1
npbfdcfl-1	aklpnenf-1
npchkcjh-1	aklpoofl-1
nopmijoo-1	ldhjmkbi-1
npbaejmo-1	akmbcddo-1
npaphmop-1	akmbfjpm-1
npfklnfe-1	akmbfope-1
ofngjjnp-1	akmbgkbd-1
ofncapbe-1	akmbihgb-1
ofnfmgfp-1	akmbnahm-1
kgmcaflf-1	akmcjgkp-1
khbgfpjj-1	akmclkjc-1
oignnnei-1	akmcnegc-1
oigkfbma-1	akmdckbf-1
oihalagi-1	akmdelek-1
oihbccia-1	akmdhlnm-1
ofpghccc-1	akmdifmn-1
oikndpcj-1	liiecdeg-1
oikachnk-1	akmeopef-1
ofopinga-1	akmfbgmi-1
oihajiah-1	akmfddmi-1
ofodieko-1	akmffgei-1
khbhdida-1	akmffjic-1
khbbbcco-1	akmfiehb-1
ofnoicmn-1	akmflcdf-1
kglpmaia-1	akmfocij-1
kglbgcfg-1	lhejjmjn-1
khblhidd-1	akmgokkb-1
khbffgjp-1	akmgfgoa-1
khbgnane-1	akmggdbf-1
khblemmo-1	akmgndgb-1
kglnanel-1	akmhbpac-1
kgnealma-1	akmhcapb-1
ofnnkipi-1	akmhedjn-1
kgmcccop-1	akmhfamc-1
kgmcanap-1	lhebjehb-1
kglcojjh-1	akmijoip-1
kglpcolm-1	lhejllmp-1
kglobccb-1	akmimpho-1
kglnhppk-1	akmipebd-1
ofnmdkjg-1	akmjceob-1
npbmenkd-1	akmkcbif-1
npboeodp-1	ldjakdkk-1
npbodfjp-1	akmkdffc-1
kglaobdh-1	akmlgkah-1
kglbcmad-1	lidcjjdb-1
npcdbbhg-1	lidgjgfp-1
kgldecak-1	akmmdnmo-1
kglampcn-1	lhdnmkil-1
kffccoac-1	akmnbedf-1
kfeijeao-1	akmndeim-1
kfdopiap-1	ljeoojgh-1
kfebpiah-1	ljfchagl-1
kfoigdoo-1	ljfmmkim-1
kfpickdg-1	ljagelpk-1
kfojppmp-1	ljfohacn-1
kfphfkhb-1	akmofbec-1
kgabohbi-1	ljbogffh-1
kfohakpi-1	ljagplfd-1
kflnljmn-1	ljbnlknc-1
kfpjcjic-1	ljccemlc-1
kflnjfee-1	akmpjjej-1
kfpjlbig-1	aknaaadc-1
kfpifiab-1	ljadhhod-1
kfpigmme-1	ljadihlo-1
kgadodab-1	aknbnglj-1
kfnlehdn-1	ljanemkb-1
kgajeohp-1	liooiolp-1
kfnbamgd-1	aknbnfmj-1
kgadmijb-1	aknbnoan-1
kfofbkfc-1	akncjcab-1
kgacniee-1	ljgbbdnc-1
kidilbeb-1	ljapkllf-1
kfllmilo-1	ljcaejcc-1
kidikjbb-1	akndgkkg-1
oiandpik-1	akndkpmi-1
oiahbpkf-1	akndladf-1
oiajolnd-1	akndmkki-1
oidmjlpg-1	lijomebi-1
oiknhhpd-1	aknefmmm-1
oifdphmp-1	lijppkap-1
oidlhejp-1	akneinge-1
oidiiacg-1	aknekcle-1
oidmlhgh-1	aknelokk-1
oidmciae-1	aknfbkib-1
oiacmmib-1	aknffafm-1
oiinkiac-1	aknffedb-1
oiaodnol-1	lignbeob-1
oiaogjmj-1	aknfhkop-1
kidfekfn-1	aknfjhjg-1
kfcabokj-1	ljekccdl-1
kfcdogaf-1	aknflikk-1
kfcdodce-1	aknfmabh-1
khgeecai-1	lkbpcdod-1
khgaglkc-1	aknggonj-1
khgddfga-1	lkcbmnbn-1
kiekblfe-1	akngpgek-1
oibaihml-1	aknhiamb-1
kfgcfokj-1	ljehieme-1
oibokbej-1	aknhkfpl-1
oiehopne-1	aknhlbbh-1
oibolhcm-1	aknigahn-1
oifgligk-1	aknijiih-1
oifipfmb-1	aknilhif-1
oicfpkak-1	akniookc-1
kfciacbm-1	ljgjmkhp-1
oicgione-1	aknjapib-1
oicfdfgo-1	aknjcenm-1
oibpoljn-1	aknjcgaj-1
oibmjidn-1	ligofdjk-1
oicpgflf-1	aknjgoaf-1
oicnjmnb-1	aknjijdh-1
oidanjnh-1	aknjokbi-1
oibkmkla-1	ligljgdj-1
oibkeiei-1	aknkdpbp-1
oifkiaif-1	aknkfnae-1
oikffdce-1	lihhknjb-1
oifjhofa-1	lijmnhcm-1
oigeocnl-1	aknkmcfo-1
ohfnglab-1	liikcioj-1
oigflknl-1	aknkopjk-1
oienndig-1	aknldfld-1
oiijccff-1	aknljham-1
oifoaljk-1	aknmejgo-1
oijbghde-1	aknmhcmk-1
oifopghm-1	lihikfoo-1
oigeieec-1	aknnhidh-1
oigeembn-1	aknnijci-1
npcndnoo-1	aldpdknm-1
npcpnlhk-1	aknnknbn-1
npcpkcmb-1	ldddnkhd-1
npdckpph-1	aknolcch-1
npcncoin-1	aldocalm-1
npiffkka-1	ldicodgn-1
npifonml-1	lddelcbn-1
npcnjpil-1	akoaaome-1
nphfeibl-1	akoadind-1
npcnlakb-1	akoaenoo-1
npdcikjk-1	akoaepfg-1
nphdepcb-1	akoailoc-1
npnohpjl-1	lclbagjp-1
npnomepm-1	lclaikhg-1
nppbkdmd-1	lclbhhgg-1
npolhkfe-1	akocmlpc-1
npnpaojb-1	lckhlfln-1
nphnimcg-1	ldfmdmpj-1
npojpdga-1	akodaiad-1
npnllbgk-1	akodbina-1
npocnogl-1	lilgmhni-1
npnncbkf-1	akoecebg-1
npnncnnd-1	akodpfnm-1
nppcgiab-1	lclbbofk-1
npiclllm-1	ldfmhodc-1
npieeepd-1	akoejjoe-1
npihiinj-1	akofgmdh-1
nppbanam-1	akofdpon-1
npihekhe-1	akogejdi-1
npicajce-1	akofhihc-1
npieicmn-1	akofjmjd-1
npihjhii-1	ldidafic-1
npibheeg-1	akogiflm-1
oheaamhf-1	innhamih-1
ogpnenid-1	innnmdpm-1
npionaoj-1	akohjill-1
npicoljd-1	akojemig-1
npikckdj-1	akojhcom-1
npjdgicb-1	akojldic-1
ohdeldkh-1	innihndo-1
ohdjecph-1	ldgdmhpe-1
ohdkjoen-1	inngcpfg-1
ohffnlep-1	akokbmeb-1
kfcggbmp-1	akokdhap-1
oicbhkai-1	akokdikc-1
ohileboc-1	lhpbpkpa-1
ohfppbop-1	akolbkpl-1
ohfhaela-1	liimmggm-1
kfdhpgjn-1	libdmold-1
ohmkdhcp-1	akolpilb-1
ohjpeaeh-1	akomgdag-1
ohmkbook-1	limgkchk-1
ohjpfban-1	lidnblpm-1
ohiklmif-1	akomjpdd-1
ohkcbkmi-1	akondmjc-1
ohmlbjje-1	akoncheo-1
kfecnkao-1	akopiail-1
kfebhjgb-1	ljfalpaf-1
kfedckfh-1	akopmiff-1
kfclhdmm-1	ljggdaje-1
kfdmlfnj-1	lhpjjfof-1
ohpdlhoc-1	limleehg-1
ohoebclo-1	limimpnk-1
ohodmmpg-1	akpifedo-1
ohnjippl-1	limpbbcl-1
ohnhhghk-1	limpljif-1
ohnkkkdp-1	limokdhp-1
ohnhloip-1	linjdgie-1
ohkcmpbi-1	lillighn-1
ohmpjngf-1	limmplll-1
ohkebfoa-1	liipjoef-1
ohkcmjho-1	akpkjmii-1
ohmplogp-1	akpkmknk-1
ohipabpl-1	liiniodk-1
ohfdmnjk-1	akplcjoa-1
ohmnonfg-1	akpldhfb-1
ohkcmdlg-1	limlljcf-1
ohobpbij-1	limkmamj-1
ohnahdkj-1	akpllanf-1
ohmpabhg-1	limpjoij-1
ohocefbg-1	libelkbh-1
ohodddnc-1	lieegkcc-1
ohmjfknj-1	akpnkkcp-1
ohmjdflj-1	akpohjnb-1
ohmnieep-1	akppejlf-1
ohmmiplk-1	limicfhp-1
ohmmnona-1	akppbifo-1
ohjefjog-1	akppekhm-1
ohjaigkf-1	akppgcle-1
ohkdbnjo-1	akpphipp-1
ohjbboab-1	akpppfnn-1
ohjcligm-1	alaahjmi-1
ohjdkenj-1	alaakidk-1
ohkemklp-1	alabdfha-1
ohkaofkb-1	limkccam-1
nppinabd-1	alabjhmm-1
npkhihfh-1	alabkdji-1
npolefne-1	alabldcf-1
nppjijfi-1	alaeebaf-1
ogjgfkhe-1	ldfaodec-1
ogjkeenb-1	alacgjjh-1
ogkbnlgb-1	alacglik-1
ogkfndbi-1	alacgoio-1
ogheddan-1	aladbkbp-1
npngmggo-1	aladcbmc-1
npmkkelb-1	aladcenn-1
npjjbfpb-1	aladfmfc-1
nppeklhi-1	aladgjdp-1
npmbdcpa-1	aladkglc-1
nppaghhe-1	aladlbmp-1
ohlffaed-1	alaehmhm-1
ohmakpgn-1	alaepneo-1
ohkogdaf-1	alaeppfd-1
ohhnlncd-1	alafajbe-1
ohlblnnm-1	lijhmagi-1
ohfckohi-1	alafgibh-1
ohljfofi-1	alafhmed-1
ohhkhegj-1	alafmfgo-1
ohkpolga-1	alafmjhf-1
ohkmomej-1	alagbikl-1
ohkmpbbb-1	alagfjcf-1
ohlimcjj-1	alaggnee-1
ogielmcp-1	alagjfoc-1
ohomjpof-1	alahcpko-1
ohnglpga-1	alahceib-1
ohomeiai-1	alahdkbi-1
ohonmfbg-1	lilbebbm-1
ohomclik-1	alahmoif-1
ohmcljbj-1	alaidgia-1
ohncodij-1	lindfbgd-1
ohmhglfn-1	alajcgmd-1
ohmbphlo-1	alajdmmi-1
ohmcpnda-1	alajflnp-1
lmpnhgdm-1	alajohec-1
lmpleiec-1	mmenblec-1
lmpkphdg-1	alakdljp-1
lnbekbfj-1	mmfdhknc-1
lnbeijfd-1	mmfeinop-1
lmpdlcdb-1	alalibga-1
lmpcfbgb-1	mmfhgcfe-1
lmpchaii-1	mmfhhgbn-1
lmpbephm-1	mmffmomn-1
lmpbkehc-1	alamckbh-1
lmpblefc-1	alamfgkk-1
lmjaljkj-1	mllicaec-1
lmjpngll-1	mllkfpfk-1
lnaffbbi-1	mlngoabf-1
lmjbjchb-1	mlmpbebh-1
lmjkhbkp-1	alamoahl-1
lmjibgdl-1	mlleblcn-1
lmjopcnj-1	alandpbh-1
lmjmdmcf-1	mlmhimjo-1
lmjpjjnf-1	alckfpjo-1
lmjoigni-1	mlopmkga-1
lmjbmcll-1	ohopahbl-1
lnafgdjo-1	alaoimni-1
lnaenclj-1	mlnbjldj-1
lnbedeif-1	mlnhfbjp-1
lmkmbdog-1	mlnkpkik-1
lmkkjogi-1	alaphmgo-1
lmkppnfb-1	ohopdeib-1
lmlbmdpo-1	albabeei-1
lmldhcdg-1	mlofmcdj-1
lmlaalac-1	alcckihc-1
lmkomkmn-1	mlnbhflk-1
lmkoknlm-1	mlpdpefc-1
lmkomnhh-1	albdjmeo-1
lmknjalm-1	ohonpnji-1
lmlakklo-1	mlpfmlej-1
lpdmnljc-1	albdklna-1
lmkgipnb-1	mlnpenlg-1
lnahjgmp-1	mmcjempg-1
klgmhlmi-1	albfkhbb-1
klgbiajf-1	jjikmjha-1
klfmhflb-1	albfcgje-1
klflelnn-1	jjjaibia-1
klfjdmjd-1	jjhklabd-1
klgmdaol-1	albfikgn-1
klaagnal-1	albfjmik-1
klabdoap-1	albgdndc-1
lmkggalj-1	mlnpfmbg-1
lmkggdma-1	mmchhpig-1
lpdjfmdi-1	mmcgmaio-1
lmkimncj-1	mmcfhceh-1
lpdigmok-1	albhmiok-1
lpdhelce-1	albibhlc-1
lpfchmca-1	mmdaodpb-1
kkndkgmj-1	albikjgm-1
klcflbbp-1	mmdbdpml-1
klcdhohm-1	imonjmde-1
klbbcafk-1	jjhkhcal-1
klbbfock-1	jjhgjjmh-1
klbamhmf-1	inboefag-1
klfjelfk-1	albkhmng-1
klbnlpoe-1	alblbpoe-1
klbnlaef-1	inadofdd-1
klcajjjm-1	ohpmmgen-1
kkncnleh-1	albmafei-1
lpepfpdc-1	mmdagdme-1
lpfdfdoj-1	mmdafdmf-1
lpfcdaae-1	mmdccemj-1
lpepdffc-1	mmdbohkd-1
lpfaaipa-1	mmdcplbl-1
lpopakck-1	mnoogaip-1
lpfcncee-1	mmcdcjil-1
lpfcgcld-1	mmcdmbjd-1
lnaipbgp-1	alboefff-1
lmldlihi-1	alcacpfg-1
lmlaneaj-1	albogojf-1
lnajfcpe-1	alboiacf-1
klabmiof-1	jjihpeai-1
klglnlhh-1	albpadpn-1
kkpoocbl-1	albpkhla-1
kkpmjbne-1	albpnjdj-1
klakhhcg-1	jjljblei-1
klakheej-1	jjjmjcgp-1
lmlbbjdb-1	alccdabg-1
kklcdkdi-1	alccphif-1
kklcmggc-1	alcdgihd-1
kldcbnfm-1	inbmppmb-1
kmckpina-1	alcdkebn-1
kmchcmkj-1	alcdndbh-1
kmccojgg-1	jhoiobbd-1
kldbomhf-1	alcegaak-1
